Model name: Tantine-V4
No. Steering angle (°)  Speed (m/s)
0	-28.6	1.20
1	-8.7	1.90
2	-4.9	2.30
3	1.7	    3.00
4	0.0	    3.10
5	0.7	    3.40
6	9.6	    1.70
7	5.4	    2.10
8	19.6	1.30
9	-21.0	1.30
10	27.2	1.20
11	-2.2	3.00
12	7.0	    1.90
13	-6.4	2.10
14	4.0	    2.30
15	-3.3	2.60
16	0.0	    3.80
17	14.0	1.50
18	-15.2	1.40
19	2.7	    2.60
20	-1.0	3.40
21	-11.2	1.60
